exog_variables,model_order,arima_p,arima_d,arima_q,aic,bic,rmse,mae
"tmean_lag135, tmean_lag0, tmean_lag180","ARIMAX(3,1,1)",3,1,1,-8419.08133048571,-8380.710746122384,1.22996817956907,1.0739876081202573
"tmean_lag135, tmean_lag105, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7678.147126037549,-7635.513143411633,1.2313451968246458,1.0931158286370657
"tmean_lag120, tmean_lag105, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7653.659553311838,-7611.025570685922,1.2320722051588604,1.0938988270097387
"tmean_lag135, tmean_lag150, tmean_lag90, tmean_lag0","ARIMAX(3,1,0)",3,1,0,-8233.500196781488,-8195.129612418163,1.2337576658974811,1.0865004727835545
"tmean_lag135, tmean_lag150, tmean_lag90, tmean_lag180","ARIMAX(3,1,0)",3,1,0,-8296.18603356933,-8257.815449206006,1.2380428620303185,1.091207029760915
"tmean_lag135, tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag180","ARIMAX(1,1,1)",1,1,1,-6188.129747499954,-6149.7591631366295,1.2391003252405948,1.0477553259063672
"tmean_lag135, tmean_lag150, tmean_lag0, tmean_lag180","ARIMAX(3,1,0)",3,1,0,-8234.132310469762,-8195.761726106437,1.243362060787641,1.0888009979436628
"tmean_lag150, tmean_lag90, tmean_lag180","ARIMAX(3,1,0)",3,1,0,-8279.531558432524,-8249.687770594383,1.2634693220186797,1.1161434936095382
"tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7664.164533974097,-7621.530551348181,1.2650804820402954,1.1221732444544186
"tmean_lag165, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7874.391787458195,-7836.0212030948705,1.2655964900053989,1.1188320254462447
"tmean_lag135, tmean_lag165, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7875.271954579659,-7832.637971953743,1.2662974494232082,1.1194576712223434
"tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7654.571021585385,-7607.673640696878,1.2731773440600462,1.1293499847089985
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7637.38422604806,-7586.22344689696,1.2732171937478487,1.1295281008779792
"tmean_lag120, tmean_lag135, tmean_lag150, tmean_lag0","ARIMAX(3,1,1)",3,1,1,-8292.108770407604,-8249.474787781688,1.276230620230027,1.1252966222845968
"tmean_lag120, tmean_lag150, tmean_lag180","ARIMAX(3,1,1)",3,1,1,-8279.676513868573,-8241.305929505248,1.2949242100377478,1.141874052001666
"tmean_lag120, tmean_lag135, tmean_lag165, tmean_lag90, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7775.799819906924,-7728.902439018417,1.2962441656294745,1.147396551472377
"tmean_lag120, tmean_lag180","ARIMAX(3,1,1)",3,1,1,-8408.303985013263,-8374.19679891253,1.3020693346904404,1.1482652675955298
"tmean_lag120, tmean_lag105, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7600.962086221607,-7554.0647053330995,1.303379251597628,1.1560252720582014
"tmean_lag105, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7610.497485898217,-7567.8635032723005,1.3050183850745352,1.1573610267598347
"tmean_lag135, tmean_lag105, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7608.03996718674,-7561.142586298232,1.3072643381354754,1.1594162471920662
"tmean_lag120, tmean_lag105, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7341.726240657272,-7286.302063243581,1.3083860457988727,1.1571287624240252
"tmean_lag120, tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7334.718034165295,-7275.030458489012,1.3089434779746096,1.1579885172591857
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7332.6866106869375,-7268.735636748063,1.3114320418478826,1.1603322349235397
"tmean_lag120, tmean_lag135, tmean_lag105, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7337.756685120092,-7278.069109443809,1.3119962879678897,1.1605651325626347
"tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7766.534233641542,-7719.636852753035,1.3235753100476202,1.169677453465798
"tmean_lag90, tmean_lag0","ARIMAX(3,1,1)",3,1,1,-8318.694140440788,-8284.586954340055,1.324990176948162,1.1700527681201023
"tmean_lag105, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7347.4161118589045,-7296.255332707805,1.3313073924711178,1.1772903036007598
"tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7346.599626602083,-7291.175449188392,1.3321521785265393,1.1783580149594346
"tmean_lag120, tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7589.786339768907,-7538.625560617807,1.3348880936070449,1.1832300766418764
"tmean_lag135, tmean_lag105, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7343.520261920903,-7288.096084507212,1.3353502355428999,1.1812044913289688
"tmean_lag135, tmean_lag105, tmean_lag150, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(3,1,3)",3,1,3,-7340.079253779527,-7280.391678103244,1.3358114509332513,1.1818186557183121
"tmean_lag105, tmean_lag150, tmean_lag165","ARIMAX(2,1,3)",2,1,3,-7681.468337540859,-7643.097753177534,1.337555136394437,1.1850734474102895
"tmean_lag105, tmean_lag150, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7589.517351595949,-7542.619970707441,1.3377190470612172,1.1856648802310865
"tmean_lag105, tmean_lag165","ARIMAX(2,1,3)",2,1,3,-7675.9493253138135,-7641.84213921308,1.3389372315784671,1.1864400806753772
"tmean_lag135, tmean_lag165, tmean_lag90, tmean_lag0, tmean_lag180","ARIMAX(2,1,3)",2,1,3,-7754.177664159018,-7707.28028327051,1.340129556730152,1.1836391434533367
